order_id,order_date,required_date,shipped_date,ship_via,freight,ship_name,ship_city,ship_country,product_id,order_unit_price,quantity,discount,product_name,quantity_per_unit,product_unit_price,units_in_stock,units_on_order,reorder_level,discontinued,category_id,category_name,supplier_id,supplier_name,supplier_city,customer_id,supplier_country,customer_name,customer_city,customer_country,employee_id,employee_name,employee_title,employee_hire_date,employee_city,employee_country
10812,1998-01-02,1998-01-30,1998-01-12,1,59.78,Reggiani Caseifici,Reggio Emilia,Italy,31,12.5,16,0.1,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,70,20,0,4,Dairy Products,14,Formaggi Fortini s.r.l.,Ravenna,REGGC,Italy,Reggiani Caseifici,Reggio Emilia,Italy,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10812,1998-01-02,1998-01-30,1998-01-12,1,59.78,Reggiani Caseifici,Reggio Emilia,Italy,77,13.0,20,0.0,Original Frankfurter grüne Soße,12 boxes,13.0,32,0,15,0,2,Condiments,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,REGGC,Germany,Reggiani Caseifici,Reggio Emilia,Italy,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10333,1996-10-18,1996-11-15,1996-10-25,3,0.59,Wartian Herkku,Oulu,Finland,14,18.6,10,0.0,Tofu,40 - 100 g pkgs.,23.25,35,0,0,0,7,Produce,6,Mayumi's,Osaka,WARTH,Japan,Wartian Herkku,Oulu,Finland,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10333,1996-10-18,1996-11-15,1996-10-25,3,0.59,Wartian Herkku,Oulu,Finland,21,8.0,10,0.1,Sir Rodney's Scones,24 pkgs. x 4 pieces,10.0,3,40,5,0,3,Confections,8,"Specialty Biscuits, Ltd.",Manchester,WARTH,UK,Wartian Herkku,Oulu,Finland,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10320,1996-10-03,1996-10-17,1996-10-18,3,34.57,Wartian Herkku,Oulu,Finland,71,17.2,30,0.0,Flotemysost,10 - 500 g pkgs.,21.5,26,0,0,0,4,Dairy Products,15,Norske Meierier,Sandvika,WARTH,Norway,Wartian Herkku,Oulu,Finland,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10333,1996-10-18,1996-11-15,1996-10-25,3,0.59,Wartian Herkku,Oulu,Finland,71,17.2,40,0.1,Flotemysost,10 - 500 g pkgs.,21.5,26,0,0,0,4,Dairy Products,15,Norske Meierier,Sandvika,WARTH,Norway,Wartian Herkku,Oulu,Finland,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10297,1996-09-04,1996-10-16,1996-09-10,2,5.74,Blondel père et fils,Strasbourg,France,72,27.8,20,0.0,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,14,0,0,0,4,Dairy Products,14,Formaggi Fortini s.r.l.,Ravenna,BLONP,Italy,Blondesddsl père et fils,Strasbourg,France,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10297,1996-09-04,1996-10-16,1996-09-10,2,5.74,Blondel père et fils,Strasbourg,France,39,14.4,60,0.0,Chartreuse verte,750 cc per bottle,18.0,69,0,5,0,1,Beverages,18,Aux joyeux ecclésiastiques,Paris,BLONP,France,Blondesddsl père et fils,Strasbourg,France,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10372,1996-12-04,1997-01-01,1996-12-09,2,890.78,Queen Cozinha,Sao Paulo,Brazil,72,27.8,42,0.25,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,14,0,0,0,4,Dairy Products,14,Formaggi Fortini s.r.l.,Ravenna,QUEEN,Italy,Queen Cozinha,Sao Paulo,Brazil,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10372,1996-12-04,1997-01-01,1996-12-09,2,890.78,Queen Cozinha,Sao Paulo,Brazil,20,64.8,12,0.25,Sir Rodney's Marmalade,30 gift boxes,81.0,40,0,0,0,3,Confections,8,"Specialty Biscuits, Ltd.",Manchester,QUEEN,UK,Queen Cozinha,Sao Paulo,Brazil,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10372,1996-12-04,1997-01-01,1996-12-09,2,890.78,Queen Cozinha,Sao Paulo,Brazil,60,27.2,70,0.25,Camembert Pierrot,15 - 300 g rounds,34.0,19,0,0,0,4,Dairy Products,28,Gai pâturage,Annecy,QUEEN,France,Queen Cozinha,Sao Paulo,Brazil,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10372,1996-12-04,1997-01-01,1996-12-09,2,890.78,Queen Cozinha,Sao Paulo,Brazil,38,210.8,40,0.25,Côte de Blaye,12 - 75 cl bottles,263.5,17,0,15,0,1,Beverages,18,Aux joyeux ecclésiastiques,Paris,QUEEN,France,Queen Cozinha,Sao Paulo,Brazil,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10922,1998-03-03,1998-03-31,1998-03-05,3,62.74,Hanari Carnes,Rio de Janeiro,Brazil,24,4.5,35,0.0,Guaraná Fantástica,12 - 355 ml cans,4.5,20,0,0,1,1,Beverages,10,Refrescos Americanas LTDA,Sao Paulo,HANAR,Brazil,Hanari Carnes,Rio de Janeiro,Brazil,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10922,1998-03-03,1998-03-31,1998-03-05,3,62.74,Hanari Carnes,Rio de Janeiro,Brazil,17,39.0,15,0.0,Alice Mutton,20 - 1 kg tins,39.0,0,0,0,1,6,Meat/Poultry,7,"Pavlova, Ltd.",Melbourne,HANAR,Australia,Hanari Carnes,Rio de Janeiro,Brazil,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10869,1998-02-04,1998-03-04,1998-02-09,1,143.28,Seven Seas Imports,London,UK,11,21.0,10,0.0,Queso Cabrales,1 kg pkg.,21.0,22,30,30,0,4,Dairy Products,5,Cooperativa de Quesos 'Las Cabras',Oviedo,SEVES,Spain,Seven Seas Imports,London,UK,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10359,1996-11-21,1996-12-19,1996-11-26,3,288.43,Seven Seas Imports,London,UK,60,27.2,80,0.05,Camembert Pierrot,15 - 300 g rounds,34.0,19,0,0,0,4,Dairy Products,28,Gai pâturage,Annecy,SEVES,France,Seven Seas Imports,London,UK,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10359,1996-11-21,1996-12-19,1996-11-26,3,288.43,Seven Seas Imports,London,UK,31,10.0,70,0.05,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,70,20,0,4,Dairy Products,14,Formaggi Fortini s.r.l.,Ravenna,SEVES,Italy,Seven Seas Imports,London,UK,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10359,1996-11-21,1996-12-19,1996-11-26,3,288.43,Seven Seas Imports,London,UK,16,13.9,56,0.05,Pavlova,32 - 500 g boxes,17.45,29,0,10,0,3,Confections,7,"Pavlova, Ltd.",Melbourne,SEVES,Australia,Seven Seas Imports,London,UK,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10869,1998-02-04,1998-03-04,1998-02-09,1,143.28,Seven Seas Imports,London,UK,1,18.0,40,0.0,Chai,10 boxes x 30 bags,18.0,39,0,10,1,1,Beverages,8,"Specialty Biscuits, Ltd.",Manchester,SEVES,UK,Seven Seas Imports,London,UK,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10869,1998-02-04,1998-03-04,1998-02-09,1,143.28,Seven Seas Imports,London,UK,68,12.5,20,0.0,Scottish Longbreads,10 boxes x 8 pieces,12.5,6,10,15,0,3,Confections,8,"Specialty Biscuits, Ltd.",Manchester,SEVES,UK,Seven Seas Imports,London,UK,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10869,1998-02-04,1998-03-04,1998-02-09,1,143.28,Seven Seas Imports,London,UK,23,9.0,50,0.0,Tunnbröd,12 - 250 g pkgs.,9.0,61,0,25,0,5,Grains/Cereals,9,PB Knäckebröd AB,Göteborg,SEVES,Sweden,Seven Seas Imports,London,UK,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10569,1997-06-16,1997-07-14,1997-07-11,1,58.98,Rattlesnake Canyon Grocery,Albuquerque,USA,31,12.5,35,0.2,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,70,20,0,4,Dairy Products,14,Formaggi Fortini s.r.l.,Ravenna,RATTC,Italy,Rattlesnake Canyon Grocery,Albuquerque,USA,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10569,1997-06-16,1997-07-14,1997-07-11,1,58.98,Rattlesnake Canyon Grocery,Albuquerque,USA,76,18.0,30,0.0,Lakkalikööri,500 ml,18.0,57,0,20,0,1,Beverages,23,Karkki Oy,Lappeenranta,RATTC,Finland,Rattlesnake Canyon Grocery,Albuquerque,USA,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10761,1997-12-02,1997-12-30,1997-12-08,2,18.66,Rattlesnake Canyon Grocery,Albuquerque,USA,75,7.75,18,0.0,Rhönbräu Klosterbier,24 - 0.5 l bottles,7.75,125,0,25,0,1,Beverages,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,RATTC,Germany,Rattlesnake Canyon Grocery,Albuquerque,USA,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10761,1997-12-02,1997-12-30,1997-12-08,2,18.66,Rattlesnake Canyon Grocery,Albuquerque,USA,25,14.0,35,0.25,NuNuCa Nuß-Nougat-Creme,20 - 450 g glasses,14.0,76,0,30,0,3,Confections,11,Heli Süßwaren GmbH & Co. KG,Berlin,RATTC,Germany,Rattlesnake Canyon Grocery,Albuquerque,USA,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
11043,1998-04-22,1998-05-20,1998-04-29,2,8.8,Spécialités du monde,Paris,France,11,21.0,10,0.0,Queso Cabrales,1 kg pkg.,21.0,22,30,30,0,4,Dairy Products,5,Cooperativa de Quesos 'Las Cabras',Oviedo,SPECD,Spain,Spécialités du monde,Paris,France,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10474,1997-03-13,1997-04-10,1997-03-21,2,83.49,Pericles Comidas clásicas,México D.F.,Mexico,14,18.6,12,0.0,Tofu,40 - 100 g pkgs.,23.25,35,0,0,0,7,Produce,6,Mayumi's,Osaka,PERIC,Japan,Pericles Comidas clásicas,México D.F.,Mexico,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10474,1997-03-13,1997-04-10,1997-03-21,2,83.49,Pericles Comidas clásicas,México D.F.,Mexico,40,14.7,21,0.0,Boston Crab Meat,24 - 4 oz tins,18.4,123,0,30,0,8,Seafood,19,New England Seafood Cannery,Boston,PERIC,USA,Pericles Comidas clásicas,México D.F.,Mexico,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10474,1997-03-13,1997-04-10,1997-03-21,2,83.49,Pericles Comidas clásicas,México D.F.,Mexico,28,36.4,18,0.0,Rössle Sauerkraut,25 - 825 g cans,45.6,26,0,0,1,7,Produce,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,PERIC,Germany,Pericles Comidas clásicas,México D.F.,Mexico,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10474,1997-03-13,1997-04-10,1997-03-21,2,83.49,Pericles Comidas clásicas,México D.F.,Mexico,75,6.2,10,0.0,Rhönbräu Klosterbier,24 - 0.5 l bottles,7.75,125,0,25,0,1,Beverages,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,PERIC,Germany,Pericles Comidas clásicas,México D.F.,Mexico,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10549,1997-05-27,1997-06-10,1997-05-30,1,171.24,QUICK-Stop,Cunewalde,Germany,51,53.0,48,0.15,Manjimup Dried Apples,50 - 300 g pkgs.,53.0,20,0,10,0,7,Produce,24,"G'day, Mate",Sydney,QUICK,Australia,QUICK-Stop,Cunewalde,Germany,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10549,1997-05-27,1997-06-10,1997-05-30,1,171.24,QUICK-Stop,Cunewalde,Germany,31,12.5,55,0.15,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,70,20,0,4,Dairy Products,14,Formaggi Fortini s.r.l.,Ravenna,QUICK,Italy,QUICK-Stop,Cunewalde,Germany,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10721,1997-10-29,1997-11-26,1997-10-31,3,48.92,QUICK-Stop,Cunewalde,Germany,44,19.45,50,0.05,Gula Malacca,20 - 2 kg bags,19.45,27,0,15,0,2,Condiments,20,Leka Trading,Singapore,QUICK,Singapore,QUICK-Stop,Cunewalde,Germany,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10549,1997-05-27,1997-06-10,1997-05-30,1,171.24,QUICK-Stop,Cunewalde,Germany,45,9.5,100,0.15,Rogede sild,1k pkg.,9.5,5,70,15,0,8,Seafood,21,Lyngbysild,Lyngby,QUICK,Denmark,QUICK-Stop,Cunewalde,Germany,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10463,1997-03-04,1997-04-01,1997-03-06,3,14.78,Suprêmes délices,Charleroi,Belgium,42,11.2,50,0.0,Singaporean Hokkien Fried Mee,32 - 1 kg pkgs.,14.0,26,0,0,1,5,Grains/Cereals,20,Leka Trading,Singapore,SUPRD,Singapore,Suprêmes délices,Charleroi,Belgium,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10841,1998-01-20,1998-02-17,1998-01-29,2,424.3,Suprêmes délices,Charleroi,Belgium,59,55.0,50,0.0,Raclette Courdavault,5 kg pkg.,55.0,79,0,0,0,4,Dairy Products,28,Gai pâturage,Annecy,SUPRD,France,Suprêmes délices,Charleroi,Belgium,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10841,1998-01-20,1998-02-17,1998-01-29,2,424.3,Suprêmes délices,Charleroi,Belgium,77,13.0,15,0.0,Original Frankfurter grüne Soße,12 boxes,13.0,32,0,15,0,2,Condiments,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,SUPRD,Germany,Suprêmes délices,Charleroi,Belgium,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10841,1998-01-20,1998-02-17,1998-01-29,2,424.3,Suprêmes délices,Charleroi,Belgium,56,38.0,30,0.0,Gnocchi di nonna Alice,24 - 250 g pkgs.,38.0,21,10,30,0,5,Grains/Cereals,26,Pasta Buttini s.r.l.,Salerno,SUPRD,Italy,Suprêmes délices,Charleroi,Belgium,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10841,1998-01-20,1998-02-17,1998-01-29,2,424.3,Suprêmes délices,Charleroi,Belgium,10,31.0,16,0.0,Ikura,12 - 200 ml jars,31.0,31,0,0,0,8,Seafood,4,Tokyo Traders,Tokyo,SUPRD,Japan,Suprêmes délices,Charleroi,Belgium,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10463,1997-03-04,1997-04-01,1997-03-06,3,14.78,Suprêmes délices,Charleroi,Belgium,19,7.3,21,0.0,Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,25,0,5,0,3,Confections,8,"Specialty Biscuits, Ltd.",Manchester,SUPRD,UK,Suprêmes délices,Charleroi,Belgium,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10730,1997-11-05,1997-12-03,1997-11-14,1,20.12,Bon app',Marseille,France,65,21.05,10,0.05,Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,21.05,76,0,0,0,2,Condiments,2,New Orleans Cajun Delights,New Orleans,BONAP,USA,Bon app',Marseille,France,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10730,1997-11-05,1997-12-03,1997-11-14,1,20.12,Bon app',Marseille,France,31,12.5,3,0.05,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,70,20,0,4,Dairy Products,14,Formaggi Fortini s.r.l.,Ravenna,BONAP,Italy,Bon app',Marseille,France,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10730,1997-11-05,1997-12-03,1997-11-14,1,20.12,Bon app',Marseille,France,16,17.45,15,0.05,Pavlova,32 - 500 g boxes,17.45,29,0,10,0,3,Confections,7,"Pavlova, Ltd.",Melbourne,BONAP,Australia,Bon app',Marseille,France,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10254,1996-07-11,1996-08-08,1996-07-23,2,22.98,Chop-suey Chinese,Bern,Switzerland,24,3.6,15,0.15,Guaraná Fantástica,12 - 355 ml cans,4.5,20,0,0,1,1,Beverages,10,Refrescos Americanas LTDA,Sao Paulo,CHOPS,Brazil,Chop-suey Chinese,Bern,Switzerland,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10254,1996-07-11,1996-08-08,1996-07-23,2,22.98,Chop-suey Chinese,Bern,Switzerland,55,19.2,21,0.15,Pâté chinois,24 boxes x 2 pies,24.0,115,0,20,0,6,Meat/Poultry,25,Ma Maison,Montréal,CHOPS,Canada,Chop-suey Chinese,Bern,Switzerland,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10254,1996-07-11,1996-08-08,1996-07-23,2,22.98,Chop-suey Chinese,Bern,Switzerland,74,8.0,21,0.0,Longlife Tofu,5 kg pkg.,10.0,4,20,5,0,7,Produce,4,Tokyo Traders,Tokyo,CHOPS,Japan,Chop-suey Chinese,Bern,Switzerland,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10607,1997-07-22,1997-08-19,1997-07-25,1,200.24,Save-a-lot Markets,Boise,USA,72,34.8,12,0.0,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,14,0,0,0,4,Dairy Products,14,Formaggi Fortini s.r.l.,Ravenna,SAVEA,Italy,Save-a-lot Markets,Boise,USA,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10711,1997-10-21,1997-12-02,1997-10-29,2,52.41,Save-a-lot Markets,Boise,USA,41,9.65,42,0.0,Jack's New England Clam Chowder,12 - 12 oz cans,9.65,85,0,10,0,8,Seafood,19,New England Seafood Cannery,Boston,SAVEA,USA,Save-a-lot Markets,Boise,USA,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10607,1997-07-22,1997-08-19,1997-07-25,1,200.24,Save-a-lot Markets,Boise,USA,33,2.5,14,0.0,Geitost,500 g,2.5,112,0,20,0,4,Dairy Products,15,Norske Meierier,Sandvika,SAVEA,Norway,Save-a-lot Markets,Boise,USA,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10714,1997-10-22,1997-11-19,1997-10-27,3,24.49,Save-a-lot Markets,Boise,USA,2,19.0,30,0.25,Chang,24 - 12 oz bottles,19.0,17,40,25,1,1,Beverages,1,Exotic Liquids,London,SAVEA,UK,Save-a-lot Markets,Boise,USA,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10711,1997-10-21,1997-12-02,1997-10-29,2,52.41,Save-a-lot Markets,Boise,USA,53,32.8,120,0.0,Perth Pasties,48 pieces,32.8,0,0,0,1,6,Meat/Poultry,24,"G'day, Mate",Sydney,SAVEA,Australia,Save-a-lot Markets,Boise,USA,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10607,1997-07-22,1997-08-19,1997-07-25,1,200.24,Save-a-lot Markets,Boise,USA,7,30.0,45,0.0,Uncle Bob's Organic Dried Pears,12 - 1 lb pkgs.,30.0,15,0,10,0,7,Produce,3,Grandma Kelly's Homestead,Ann Arbor,SAVEA,USA,Save-a-lot Markets,Boise,USA,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10714,1997-10-22,1997-11-19,1997-10-27,3,24.49,Save-a-lot Markets,Boise,USA,56,38.0,18,0.25,Gnocchi di nonna Alice,24 - 250 g pkgs.,38.0,21,10,30,0,5,Grains/Cereals,26,Pasta Buttini s.r.l.,Salerno,SAVEA,Italy,Save-a-lot Markets,Boise,USA,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10607,1997-07-22,1997-08-19,1997-07-25,1,200.24,Save-a-lot Markets,Boise,USA,17,39.0,100,0.0,Alice Mutton,20 - 1 kg tins,39.0,0,0,0,1,6,Meat/Poultry,7,"Pavlova, Ltd.",Melbourne,SAVEA,Australia,Save-a-lot Markets,Boise,USA,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10714,1997-10-22,1997-11-19,1997-10-27,3,24.49,Save-a-lot Markets,Boise,USA,17,39.0,27,0.25,Alice Mutton,20 - 1 kg tins,39.0,0,0,0,1,6,Meat/Poultry,7,"Pavlova, Ltd.",Melbourne,SAVEA,Australia,Save-a-lot Markets,Boise,USA,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10607,1997-07-22,1997-08-19,1997-07-25,1,200.24,Save-a-lot Markets,Boise,USA,40,18.4,42,0.0,Boston Crab Meat,24 - 4 oz tins,18.4,123,0,30,0,8,Seafood,19,New England Seafood Cannery,Boston,SAVEA,USA,Save-a-lot Markets,Boise,USA,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10711,1997-10-21,1997-12-02,1997-10-29,2,52.41,Save-a-lot Markets,Boise,USA,19,9.2,12,0.0,Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,25,0,5,0,3,Confections,8,"Specialty Biscuits, Ltd.",Manchester,SAVEA,UK,Save-a-lot Markets,Boise,USA,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10714,1997-10-22,1997-11-19,1997-10-27,3,24.49,Save-a-lot Markets,Boise,USA,58,13.25,12,0.25,Escargots de Bourgogne,24 pieces,13.25,62,0,20,0,8,Seafood,27,Escargots Nouveaux,Montceau,SAVEA,France,Save-a-lot Markets,Boise,USA,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10714,1997-10-22,1997-11-19,1997-10-27,3,24.49,Save-a-lot Markets,Boise,USA,47,9.5,50,0.25,Zaanse koeken,10 - 4 oz boxes,9.5,36,0,0,0,3,Confections,22,Zaanse Snoepfabriek,Zaandam,SAVEA,Netherlands,Save-a-lot Markets,Boise,USA,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10358,1996-11-20,1996-12-18,1996-11-27,1,19.64,La maison d'Asie,Toulouse,France,24,3.6,10,0.05,Guaraná Fantástica,12 - 355 ml cans,4.5,20,0,0,1,1,Beverages,10,Refrescos Americanas LTDA,Sao Paulo,LAMAI,Brazil,La maison d'Asie,Toulouse,France,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10358,1996-11-20,1996-12-18,1996-11-27,1,19.64,La maison d'Asie,Toulouse,France,36,15.2,20,0.05,Inlagd Sill,24 - 250 g  jars,19.0,112,0,20,0,8,Seafood,17,Svensk Sjöföda AB,Stockholm,LAMAI,Sweden,La maison d'Asie,Toulouse,France,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10358,1996-11-20,1996-12-18,1996-11-27,1,19.64,La maison d'Asie,Toulouse,France,34,11.2,10,0.05,Sasquatch Ale,24 - 12 oz bottles,14.0,111,0,15,0,1,Beverages,16,Bigfoot Breweries,Bend,LAMAI,USA,La maison d'Asie,Toulouse,France,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10397,1996-12-27,1997-01-24,1997-01-02,1,60.26,Princesa Isabel Vinhos,Lisboa,Portugal,51,42.4,18,0.15,Manjimup Dried Apples,50 - 300 g pkgs.,53.0,20,0,10,0,7,Produce,24,"G'day, Mate",Sydney,PRINI,Australia,Princesa Isabel Vinhos,Lisboa,Portugal,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
10477,1997-03-17,1997-04-14,1997-03-25,2,13.02,Princesa Isabel Vinhos,Lisboa,Portugal,39,14.4,20,0.25,Chartreuse verte,750 cc per bottle,18.0,69,0,5,0,1,Beverages,18,Aux joyeux ecclésiastiques,Paris,PRINI,France,Princesa Isabel Vinhos,Lisboa,Portugal,5,Buchanan Steven,Sales Manager,1993-10-17,London,UK
